gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus
ENSG00000164161.9,ENSG00000164161,HHIP,chr4,protein_coding,1,0,0
ENSG00000164164.15,ENSG00000164164,OTUD4,chr4,protein_coding,1,0,0
ENSG00000151612.15,ENSG00000151612,ZNF827,chr4,protein_coding,0,1,0
ENSG00000137473.17,ENSG00000137473,TTC29,chr4,protein_coding,1,0,0
ENSG00000071205.11,ENSG00000071205,ARHGAP10,chr4,protein_coding,1,0,0
ENSG00000198589.10,ENSG00000198589,LRBA,chr4,protein_coding,1,0,0
ENSG00000164142.15,ENSG00000164142,FAM160A1,chr4,protein_coding,1,0,0
ENSG00000121210.15,ENSG00000121210,KIAA0922,chr4,protein_coding,1,0,0
ENSG00000197410.12,ENSG00000197410,DCHS2,chr4,protein_coding,1,0,0
ENSG00000164114.18,ENSG00000164114,MAP9,chr4,protein_coding,1,0,0
ENSG00000164116.16,ENSG00000164116,GUCY1A3,chr4,protein_coding,1,0,0
ENSG00000260244.1,ENSG00000260244,RP11-588K22.2,chr4,sense_overlapping,1,0,0
ENSG00000164124.10,ENSG00000164124,TMEM144,chr4,protein_coding,1,0,0
ENSG00000168843.13,ENSG00000168843,FSTL5,chr4,protein_coding,1,0,0
ENSG00000145416.13,ENSG00000145416,MARCH1,chr4,protein_coding,1,0,0
ENSG00000109466.13,ENSG00000109466,KLHL2,chr4,protein_coding,1,0,0
ENSG00000038295.7,ENSG00000038295,TLL1,chr4,protein_coding,1,0,0
ENSG00000109586.11,ENSG00000109586,GALNT7,chr4,protein_coding,1,0,0
ENSG00000038002.8,ENSG00000038002,AGA,chr4,protein_coding,1,0,0
ENSG00000083857.13,ENSG00000083857,FAT1,chr4,protein_coding,1,0,0
ENSG00000171368.11,ENSG00000171368,TPPP,chr5,protein_coding,1,0,0
ENSG00000164362.18,ENSG00000164362,TERT,chr5,protein_coding,1,0,0
ENSG00000250584.2,ENSG00000250584,LINC01511,chr5,lincRNA,1,0,0
ENSG00000215218.3,ENSG00000215218,UBE2QL1,chr5,protein_coding,1,0,0
ENSG00000145545.11,ENSG00000145545,SRD5A1,chr5,protein_coding,0,1,0
ENSG00000078295.16,ENSG00000078295,ADCY2,chr5,protein_coding,0,1,0
ENSG00000112902.11,ENSG00000112902,SEMA5A,chr5,protein_coding,1,0,0
ENSG00000249781.6,ENSG00000249781,CTD-2143L24.1,chr5,lincRNA,1,0,0
ENSG00000039139.9,ENSG00000039139,DNAH5,chr5,protein_coding,0,1,0
ENSG00000145555.14,ENSG00000145555,MYO10,chr5,protein_coding,1,0,0
ENSG00000150712.10,ENSG00000150712,MTMR12,chr5,protein_coding,1,0,0
ENSG00000113387.11,ENSG00000113387,SUB1,chr5,protein_coding,1,0,0
ENSG00000082196.20,ENSG00000082196,C1QTNF3,chr5,protein_coding,1,0,0
ENSG00000164187.6,ENSG00000164187,LMBRD2,chr5,protein_coding,1,0,0
ENSG00000197603.13,ENSG00000197603,C5orf42,chr5,protein_coding,1,0,0
ENSG00000248587.7,ENSG00000248587,GDNF-AS1,chr5,antisense,1,0,0
ENSG00000168621.14,ENSG00000168621,GDNF,chr5,protein_coding,1,0,0
ENSG00000251189.1,ENSG00000251189,CTD-2196P11.2,chr5,lincRNA,1,0,0
ENSG00000182836.9,ENSG00000182836,PLCXD3,chr5,protein_coding,1,0,0
ENSG00000112964.13,ENSG00000112964,GHR,chr5,protein_coding,0,1,0
ENSG00000250722.5,ENSG00000250722,SEPP1,chr5,protein_coding,1,0,0
ENSG00000164588.6,ENSG00000164588,HCN1,chr5,protein_coding,1,0,0
ENSG00000250360.1,ENSG00000250360,CTD-2089N3.1,chr5,lincRNA,1,0,0
ENSG00000016082.14,ENSG00000016082,ISL1,chr5,protein_coding,1,0,0
ENSG00000164172.18,ENSG00000164172,MOCS2,chr5,protein_coding,1,0,0
ENSG00000185305.10,ENSG00000185305,ARL15,chr5,protein_coding,1,0,0
ENSG00000164294.13,ENSG00000164294,GPX8,chr5,protein_coding,1,0,0
ENSG00000164512.17,ENSG00000164512,ANKRD55,chr5,protein_coding,1,0,0
ENSG00000145632.14,ENSG00000145632,PLK2,chr5,protein_coding,1,0,0
ENSG00000113448.17,ENSG00000113448,PDE4D,chr5,protein_coding,1,0,0
ENSG00000152931.7,ENSG00000152931,PART1,chr5,lincRNA,0,1,0
ENSG00000178722.12,ENSG00000178722,C5orf64,chr5,processed_transcript,1,0,0
ENSG00000197860.9,ENSG00000197860,SGTB,chr5,protein_coding,1,0,0
ENSG00000134058.10,ENSG00000134058,CDK7,chr5,protein_coding,1,0,0
ENSG00000131711.14,ENSG00000131711,MAP1B,chr5,protein_coding,1,0,0
ENSG00000083312.17,ENSG00000083312,TNPO1,chr5,protein_coding,1,0,0
ENSG00000214944.9,ENSG00000214944,ARHGEF28,chr5,protein_coding,1,0,0
ENSG00000176928.5,ENSG00000176928,GCNT4,chr5,protein_coding,1,0,0
ENSG00000250889.2,ENSG00000250889,LINC01336,chr5,lincRNA,1,0,0
ENSG00000113161.15,ENSG00000113161,HMGCR,chr5,protein_coding,1,0,0
ENSG00000189045.13,ENSG00000189045,ANKDD1B,chr5,protein_coding,0,1,0
ENSG00000248684.1,ENSG00000248684,BIN2P2,chr5,processed_pseudogene,1,0,0
ENSG00000248127.1,ENSG00000248127,CTC-235G5.3,chr5,lincRNA,1,0,0
ENSG00000122012.13,ENSG00000122012,SV2C,chr5,protein_coding,1,0,0
ENSG00000132846.5,ENSG00000132846,ZBED3,chr5,protein_coding,1,0,0
ENSG00000248909.1,ENSG00000248909,HMGB1P21,chr5,processed_pseudogene,0,1,0
ENSG00000132837.14,ENSG00000132837,DMGDH,chr5,protein_coding,1,0,0
ENSG00000164329.13,ENSG00000164329,PAPD4,chr5,protein_coding,1,0,0
ENSG00000177034.14,ENSG00000177034,MTX3,chr5,protein_coding,1,0,0
ENSG00000113296.14,ENSG00000113296,THBS4,chr5,protein_coding,1,0,0
ENSG00000164300.15,ENSG00000164300,SERINC5,chr5,protein_coding,1,0,0
ENSG00000039319.16,ENSG00000039319,ZFYVE16,chr5,protein_coding,1,0,0
ENSG00000174695.9,ENSG00000174695,TMEM167A,chr5,protein_coding,1,0,0
ENSG00000152422.15,ENSG00000152422,XRCC4,chr5,protein_coding,1,0,0
ENSG00000164176.12,ENSG00000164176,EDIL3,chr5,protein_coding,1,0,0
ENSG00000175471.19,ENSG00000175471,MCTP1,chr5,protein_coding,1,0,0
ENSG00000164292.12,ENSG00000164292,RHOBTB3,chr5,protein_coding,1,0,1
ENSG00000251348.1,ENSG00000251348,HSPD1P11,chr5,processed_pseudogene,1,0,0
ENSG00000181751.9,ENSG00000181751,C5orf30,chr5,protein_coding,1,0,0
ENSG00000283462.1,ENSG00000283462,CTC-445B21.1,chr5,processed_transcript,1,0,0
ENSG00000145743.15,ENSG00000145743,FBXL17,chr5,protein_coding,1,0,0
ENSG00000151422.12,ENSG00000151422,FER,chr5,protein_coding,1,0,0
ENSG00000198961.9,ENSG00000198961,PJA2,chr5,protein_coding,1,0,0
ENSG00000164209.16,ENSG00000164209,SLC25A46,chr5,protein_coding,0,1,0
ENSG00000145777.14,ENSG00000145777,TSLP,chr5,protein_coding,1,0,0
ENSG00000152495.10,ENSG00000152495,CAMK4,chr5,protein_coding,1,0,0
ENSG00000164211.12,ENSG00000164211,STARD4,chr5,protein_coding,1,0,0
ENSG00000134986.13,ENSG00000134986,NREP,chr5,protein_coding,1,0,0
ENSG00000129595.12,ENSG00000129595,EPB41L4A,chr5,protein_coding,1,0,0
ENSG00000134982.16,ENSG00000134982,APC,chr5,protein_coding,1,0,0
ENSG00000092421.16,ENSG00000092421,SEMA6A,chr5,protein_coding,1,0,0
ENSG00000184838.14,ENSG00000184838,PRR16,chr5,protein_coding,1,0,0
ENSG00000248927.1,ENSG00000248927,CTD-2334D19.1,chr5,lincRNA,1,0,0
ENSG00000173926.5,ENSG00000173926,MARCH3,chr5,protein_coding,1,0,0
ENSG00000145794.16,ENSG00000145794,MEGF10,chr5,protein_coding,1,0,0
ENSG00000205279.8,ENSG00000205279,CTXN3,chr5,protein_coding,1,0,0
ENSG00000064651.13,ENSG00000064651,SLC12A2,chr5,protein_coding,1,1,0
ENSG00000250329.1,ENSG00000250329,KDELC1P1,chr5,processed_pseudogene,1,0,0
ENSG00000198108.3,ENSG00000198108,CHSY3,chr5,protein_coding,1,0,0
ENSG00000164402.13,ENSG00000164402,SEPT8,chr5,protein_coding,1,0,0
ENSG00000213585.10,ENSG00000213585,VDAC1,chr5,protein_coding,1,0,0
ENSG00000119048.7,ENSG00000119048,UBE2B,chr5,protein_coding,1,0,0
ENSG00000043143.20,ENSG00000043143,JADE2,chr5,protein_coding,1,0,0
ENSG00000113648.16,ENSG00000113648,H2AFY,chr5,protein_coding,1,0,0
ENSG00000120733.13,ENSG00000120733,KDM3B,chr5,protein_coding,1,0,0
ENSG00000132563.15,ENSG00000132563,REEP2,chr5,protein_coding,1,0,0
ENSG00000113068.9,ENSG00000113068,PFDN1,chr5,protein_coding,1,0,0
ENSG00000113119.12,ENSG00000113119,TMCO6,chr5,protein_coding,0,1,0
ENSG00000171815.5,ENSG00000171815,PCDHB1,chr5,protein_coding,1,0,0
ENSG00000112852.6,ENSG00000112852,PCDHB2,chr5,protein_coding,1,0,0
ENSG00000113205.5,ENSG00000113205,PCDHB3,chr5,protein_coding,1,0,0
ENSG00000272108.1,ENSG00000272108,AC005754.8,chr5,lincRNA,1,0,0
ENSG00000081818.3,ENSG00000081818,PCDHB4,chr5,protein_coding,1,0,0
ENSG00000113209.8,ENSG00000113209,PCDHB5,chr5,protein_coding,1,0,0
ENSG00000113211.5,ENSG00000113211,PCDHB6,chr5,protein_coding,1,0,0
ENSG00000113212.6,ENSG00000113212,PCDHB7,chr5,protein_coding,1,0,0
ENSG00000240764.3,ENSG00000240764,PCDHGC5,chr5,protein_coding,1,0,0
ENSG00000081791.8,ENSG00000081791,KIAA0141,chr5,protein_coding,1,0,0
ENSG00000231185.6,ENSG00000231185,AC005592.2,chr5,antisense,1,0,0
ENSG00000113578.17,ENSG00000113578,FGF1,chr5,protein_coding,1,0,0
ENSG00000145819.15,ENSG00000145819,ARHGAP26,chr5,protein_coding,1,0,0
ENSG00000156463.17,ENSG00000156463,SH3RF2,chr5,protein_coding,1,0,0
ENSG00000248493.1,ENSG00000248493,AC005351.1,chr5,processed_pseudogene,1,0,0
ENSG00000169302.14,ENSG00000169302,STK32A,chr5,protein_coding,1,0,0
ENSG00000176049.15,ENSG00000176049,JAKMIP2,chr5,protein_coding,1,0,0
ENSG00000164270.17,ENSG00000164270,HTR4,chr5,protein_coding,1,0,0
ENSG00000253297.1,ENSG00000253297,CTB-160O22.1,chr5,sense_intronic,1,0,0
ENSG00000169247.11,ENSG00000169247,SH3TC2,chr5,protein_coding,1,0,0
ENSG00000250072.5,ENSG00000250072,CTC-529P8.1,chr5,lincRNA,1,0,0
ENSG00000070814.17,ENSG00000070814,TCOF1,chr5,protein_coding,1,0,0
ENSG00000070614.14,ENSG00000070614,NDST1,chr5,protein_coding,1,0,0
ENSG00000164591.13,ENSG00000164591,MYOZ3,chr5,protein_coding,1,0,0
ENSG00000256235.1,ENSG00000256235,SMIM3,chr5,protein_coding,1,0,0
ENSG00000211445.11,ENSG00000211445,GPX3,chr5,protein_coding,1,0,0
ENSG00000197043.13,ENSG00000197043,ANXA6,chr5,protein_coding,1,0,0
ENSG00000198624.12,ENSG00000198624,CCDC69,chr5,protein_coding,1,0,0
ENSG00000196743.8,ENSG00000196743,GM2A,chr5,protein_coding,1,0,0
ENSG00000123643.12,ENSG00000123643,SLC36A1,chr5,protein_coding,1,0,0
ENSG00000086570.12,ENSG00000086570,FAT2,chr5,protein_coding,1,0,0
ENSG00000113140.10,ENSG00000113140,SPARC,chr5,protein_coding,1,0,0
ENSG00000145888.10,ENSG00000145888,GLRA1,chr5,protein_coding,1,0,0
ENSG00000249484.8,ENSG00000249484,LINC01470,chr5,lincRNA,1,0,0
ENSG00000155511.17,ENSG00000155511,GRIA1,chr5,protein_coding,1,0,0
ENSG00000164574.15,ENSG00000164574,GALNT10,chr5,protein_coding,1,0,0
ENSG00000221430.1,ENSG00000221430,MIR1294,chr5,miRNA,0,0,1
ENSG00000170271.10,ENSG00000170271,FAXDC2,chr5,protein_coding,1,0,0
ENSG00000135077.8,ENSG00000135077,HAVCR2,chr5,protein_coding,0,1,1
ENSG00000113282.13,ENSG00000113282,CLINT1,chr5,protein_coding,1,0,0
ENSG00000145860.11,ENSG00000145860,RNF145,chr5,protein_coding,1,0,0
ENSG00000170234.12,ENSG00000170234,PWWP2A,chr5,protein_coding,1,0,0
ENSG00000164611.12,ENSG00000164611,PTTG1,chr5,protein_coding,1,0,0
ENSG00000118322.12,ENSG00000118322,ATP10B,chr5,protein_coding,1,0,0
ENSG00000113327.14,ENSG00000113327,GABRG2,chr5,protein_coding,1,0,0
ENSG00000113645.14,ENSG00000113645,WWC1,chr5,protein_coding,1,0,0
ENSG00000184347.14,ENSG00000184347,SLIT3,chr5,protein_coding,1,0,0
ENSG00000040275.16,ENSG00000040275,SPDL1,chr5,protein_coding,1,0,0
ENSG00000072803.17,ENSG00000072803,FBXW11,chr5,protein_coding,1,0,0
ENSG00000214357.8,ENSG00000214357,NEURL1B,chr5,protein_coding,1,1,0
ENSG00000164463.12,ENSG00000164463,CREBRF,chr5,protein_coding,0,0,1
ENSG00000170085.17,ENSG00000170085,SIMC1,chr5,protein_coding,1,0,0
ENSG00000146083.11,ENSG00000146083,RNF44,chr5,protein_coding,1,0,0
ENSG00000146094.13,ENSG00000146094,DOK3,chr5,protein_coding,0,1,0
ENSG00000146067.15,ENSG00000146067,FAM193B,chr5,protein_coding,1,0,0
ENSG00000145911.5,ENSG00000145911,N4BP3,chr5,protein_coding,1,0,0
ENSG00000145916.18,ENSG00000145916,RMND5B,chr5,protein_coding,1,0,0
ENSG00000087116.14,ENSG00000087116,ADAMTS2,chr5,protein_coding,0,1,0
ENSG00000113269.13,ENSG00000113269,RNF130,chr5,protein_coding,1,0,0
ENSG00000037280.15,ENSG00000037280,FLT4,chr5,protein_coding,1,0,0
ENSG00000146063.18,ENSG00000146063,TRIM41,chr5,protein_coding,1,0,0
ENSG00000112699.10,ENSG00000112699,GMDS,chr6,protein_coding,1,0,0
ENSG00000214113.10,ENSG00000214113,LYRM4,chr6,protein_coding,1,0,0
ENSG00000145982.11,ENSG00000145982,FARS2,chr6,protein_coding,1,0,0
ENSG00000216863.9,ENSG00000216863,LY86-AS1,chr6,antisense,1,0,0
ENSG00000137210.13,ENSG00000137210,TMEM14B,chr6,protein_coding,1,0,0
ENSG00000111863.12,ENSG00000111863,ADTRP,chr6,protein_coding,1,0,0
ENSG00000112137.17,ENSG00000112137,PHACTR1,chr6,protein_coding,1,0,0
ENSG00000206702.1,ENSG00000206702,RNU1-11P,chr6,snRNA,1,0,0
ENSG00000145990.10,ENSG00000145990,GFOD1,chr6,protein_coding,1,0,0
ENSG00000008083.13,ENSG00000008083,JARID2,chr6,protein_coding,1,0,0
ENSG00000007944.14,ENSG00000007944,MYLIP,chr6,protein_coding,1,0,0
ENSG00000137198.9,ENSG00000137198,GMPR,chr6,protein_coding,1,1,0
ENSG00000229931.1,ENSG00000229931,RP1-151F17.1,chr6,antisense,1,0,0
ENSG00000272341.1,ENSG00000272341,RP1-151F17.2,chr6,lincRNA,1,0,0
ENSG00000112183.14,ENSG00000112183,RBM24,chr6,protein_coding,1,0,0
ENSG00000137177.19,ENSG00000137177,KIF13A,chr6,protein_coding,1,0,0
ENSG00000165097.13,ENSG00000165097,KDM1B,chr6,protein_coding,0,1,0
ENSG00000231754.2,ENSG00000231754,RP11-204E9.1,chr6,lincRNA,1,0,0
ENSG00000152954.11,ENSG00000152954,NRSN1,chr6,protein_coding,1,0,0
ENSG00000112308.12,ENSG00000112308,C6orf62,chr6,protein_coding,1,0,0
ENSG00000228223.2,ENSG00000228223,HCG11,chr6,lincRNA,1,0,0
ENSG00000204789.4,ENSG00000204789,ZNF204P,chr6,processed_pseudogene,1,0,0
ENSG00000124613.8,ENSG00000124613,ZNF391,chr6,protein_coding,1,0,0
ENSG00000274641.1,ENSG00000274641,HIST1H2BO,chr6,protein_coding,0,1,0
ENSG00000137185.11,ENSG00000137185,ZSCAN9,chr6,protein_coding,1,0,0
ENSG00000204655.11,ENSG00000204655,MOG,chr6,protein_coding,1,0,0
ENSG00000176998.4,ENSG00000176998,HCG4,chr6,unprocessed_pseudogene,1,0,0
ENSG00000204569.9,ENSG00000204569,PPP1R10,chr6,protein_coding,1,0,0
ENSG00000137343.17,ENSG00000137343,ATAT1,chr6,protein_coding,1,0,0
ENSG00000204564.11,ENSG00000204564,C6orf136,chr6,protein_coding,1,0,0
ENSG00000137312.14,ENSG00000137312,FLOT1,chr6,protein_coding,1,0,0
ENSG00000204482.10,ENSG00000204482,LST1,chr6,protein_coding,0,1,0
ENSG00000204469.12,ENSG00000204469,PRRC2A,chr6,protein_coding,1,0,0
ENSG00000204463.12,ENSG00000204463,BAG6,chr6,protein_coding,1,0,0
ENSG00000204427.11,ENSG00000204427,ABHD16A,chr6,protein_coding,0,1,0
ENSG00000204392.10,ENSG00000204392,LSM2,chr6,protein_coding,1,0,0
ENSG00000204366.3,ENSG00000204366,ZBTB12,chr6,protein_coding,1,0,0
ENSG00000204356.12,ENSG00000204356,NELFE,chr6,protein_coding,1,0,0
ENSG00000244731.7,ENSG00000244731,C4A,chr6,protein_coding,1,0,0
ENSG00000258388.7,ENSG00000258388,PPT2-EGFL8,chr6,protein_coding,1,0,0
ENSG00000204256.12,ENSG00000204256,BRD2,chr6,protein_coding,1,0,0
ENSG00000231389.7,ENSG00000231389,HLA-DPA1,chr6,protein_coding,0,1,0
ENSG00000235863.3,ENSG00000235863,B3GALT4,chr6,protein_coding,1,0,0
ENSG00000237441.9,ENSG00000237441,RGL2,chr6,protein_coding,1,0,0
ENSG00000236104.2,ENSG00000236104,ZBTB22,chr6,protein_coding,1,0,0
ENSG00000204209.10,ENSG00000204209,DAXX,chr6,protein_coding,1,0,0
ENSG00000112511.17,ENSG00000112511,PHF1,chr6,protein_coding,1,0,0
ENSG00000161896.11,ENSG00000161896,IP6K3,chr6,protein_coding,1,0,0
ENSG00000065060.16,ENSG00000065060,UHRF1BP1,chr6,protein_coding,1,0,0
ENSG00000096070.19,ENSG00000096070,BRPF3,chr6,protein_coding,1,0,0
ENSG00000112164.5,ENSG00000112164,GLP1R,chr6,protein_coding,1,0,0
ENSG00000146122.16,ENSG00000146122,DAAM2,chr6,protein_coding,1,0,0
ENSG00000124615.17,ENSG00000124615,MOCS1,chr6,protein_coding,1,0,0
ENSG00000137166.14,ENSG00000137166,FOXP4,chr6,protein_coding,1,0,0
ENSG00000112559.13,ENSG00000112559,MDFI,chr6,protein_coding,1,0,0
ENSG00000124593.14,ENSG00000124593,PRICKLE4,chr6,protein_coding,1,0,0
ENSG00000124496.12,ENSG00000124496,TRERF1,chr6,protein_coding,1,0,0
ENSG00000124733.3,ENSG00000124733,MEA1,chr6,protein_coding,1,0,0
ENSG00000044090.8,ENSG00000044090,CUL7,chr6,protein_coding,1,0,0
ENSG00000137171.14,ENSG00000137171,KLC4,chr6,protein_coding,1,0,0
ENSG00000137221.14,ENSG00000137221,TJAP1,chr6,protein_coding,1,0,0
ENSG00000172426.15,ENSG00000172426,RSPH9,chr6,protein_coding,0,1,0
ENSG00000237686.6,ENSG00000237686,RP5-1120P11.1,chr6,antisense,1,0,0
ENSG00000157593.17,ENSG00000157593,SLC35B2,chr6,protein_coding,1,0,0
ENSG00000172348.14,ENSG00000172348,RCAN2,chr6,protein_coding,1,0,0
ENSG00000146233.7,ENSG00000146233,CYP39A1,chr6,protein_coding,1,0,0
ENSG00000170915.8,ENSG00000170915,PAQR8,chr6,protein_coding,1,0,0
ENSG00000096092.5,ENSG00000096092,TMEM14A,chr6,protein_coding,1,0,0
ENSG00000112146.16,ENSG00000112146,FBXO9,chr6,protein_coding,1,0,0
ENSG00000001084.10,ENSG00000001084,GCLC,chr6,protein_coding,1,0,0
ENSG00000146147.14,ENSG00000146147,MLIP,chr6,protein_coding,1,0,0
ENSG00000137252.9,ENSG00000137252,HCRTR2,chr6,protein_coding,1,0,0
ENSG00000146151.12,ENSG00000146151,HMGCLL1,chr6,protein_coding,1,0,0
ENSG00000124749.16,ENSG00000124749,COL21A1,chr6,protein_coding,1,0,0
ENSG00000151917.17,ENSG00000151917,BEND6,chr6,protein_coding,1,1,0
ENSG00000112305.14,ENSG00000112305,SMAP1,chr6,protein_coding,1,0,0
ENSG00000232422.1,ENSG00000232422,KNOP1P4,chr6,processed_pseudogene,1,0,0
ENSG00000220515.2,ENSG00000220515,PGAM1P10,chr6,processed_pseudogene,1,0,0
ENSG00000112706.11,ENSG00000112706,IMPG1,chr6,protein_coding,1,0,0
ENSG00000135312.6,ENSG00000135312,HTR1B,chr6,protein_coding,1,0,0
ENSG00000146243.13,ENSG00000146243,IRAK1BP1,chr6,protein_coding,1,0,0
ENSG00000231533.1,ENSG00000231533,RP1-232L24.3,chr6,lincRNA,1,0,0
ENSG00000135338.13,ENSG00000135338,LCA5,chr6,protein_coding,1,0,0
ENSG00000198478.7,ENSG00000198478,SH3BGRL2,chr6,protein_coding,1,0,0
ENSG00000118402.5,ENSG00000118402,ELOVL4,chr6,protein_coding,0,1,0
ENSG00000146242.8,ENSG00000146242,TPBG,chr6,protein_coding,1,0,0
ENSG00000013392.7,ENSG00000013392,RWDD2A,chr6,protein_coding,1,0,0
ENSG00000065833.8,ENSG00000065833,ME1,chr6,protein_coding,1,0,0
ENSG00000146250.6,ENSG00000146250,PRSS35,chr6,protein_coding,0,1,0
ENSG00000135324.5,ENSG00000135324,MRAP2,chr6,protein_coding,1,0,0
ENSG00000220563.1,ENSG00000220563,PKMP3,chr6,processed_pseudogene,0,1,0
ENSG00000111850.10,ENSG00000111850,SMIM8,chr6,protein_coding,1,0,0
ENSG00000135334.8,ENSG00000135334,AKIRIN2,chr6,protein_coding,1,0,0
ENSG00000118432.12,ENSG00000118432,CNR1,chr6,protein_coding,1,0,0
ENSG00000146281.5,ENSG00000146281,PM20D2,chr6,protein_coding,0,1,0
ENSG00000135299.16,ENSG00000135299,ANKRD6,chr6,protein_coding,0,1,0
ENSG00000220553.1,ENSG00000220553,RPL5P19,chr6,processed_pseudogene,1,0,0
ENSG00000186231.16,ENSG00000186231,KLHL32,chr6,protein_coding,1,0,0
ENSG00000112234.8,ENSG00000112234,FBXL4,chr6,protein_coding,1,0,0
ENSG00000146267.11,ENSG00000146267,FAXC,chr6,protein_coding,1,0,0
ENSG00000123552.17,ENSG00000123552,USP45,chr6,protein_coding,1,0,0
ENSG00000112237.12,ENSG00000112237,CCNC,chr6,protein_coding,1,0,0
ENSG00000152034.10,ENSG00000152034,MCHR2,chr6,protein_coding,1,0,0
ENSG00000260000.2,ENSG00000260000,RP3-467N11.1,chr6,antisense,1,0,0
ENSG00000164418.19,ENSG00000164418,GRIK2,chr6,protein_coding,1,0,0
ENSG00000085382.11,ENSG00000085382,HACE1,chr6,protein_coding,1,0,0
ENSG00000187772.7,ENSG00000187772,LIN28B,chr6,protein_coding,1,0,0
ENSG00000085377.13,ENSG00000085377,PREP,chr6,protein_coding,1,0,0
ENSG00000272398.5,ENSG00000272398,CD24,chr6,protein_coding,1,0,0
ENSG00000135535.15,ENSG00000135535,CD164,chr6,protein_coding,1,0,0
ENSG00000185250.15,ENSG00000185250,PPIL6,chr6,protein_coding,0,1,0
ENSG00000112367.10,ENSG00000112367,FIG4,chr6,protein_coding,1,0,0
ENSG00000146360.8,ENSG00000146360,GPR6,chr6,protein_coding,1,0,0
ENSG00000196591.11,ENSG00000196591,HDAC2,chr6,protein_coding,1,0,0
ENSG00000178425.13,ENSG00000178425,NT5DC1,chr6,protein_coding,1,0,0
ENSG00000153989.7,ENSG00000153989,NUS1,chr6,protein_coding,1,0,0
ENSG00000196376.10,ENSG00000196376,SLC35F1,chr6,protein_coding,1,0,0
ENSG00000188580.13,ENSG00000188580,NKAIN2,chr6,protein_coding,1,0,0
ENSG00000226409.1,ENSG00000226409,RP11-735G4.1,chr6,antisense,1,0,0
ENSG00000111912.19,ENSG00000111912,NCOA7,chr6,protein_coding,1,0,0
ENSG00000146374.13,ENSG00000146374,RSPO3,chr6,protein_coding,1,0,0
ENSG00000172673.10,ENSG00000172673,THEMIS,chr6,protein_coding,1,0,0
ENSG00000152894.14,ENSG00000152894,PTPRK,chr6,protein_coding,1,0,0
ENSG00000198945.7,ENSG00000198945,L3MBTL3,chr6,protein_coding,0,1,0
ENSG00000079931.14,ENSG00000079931,MOXD1,chr6,protein_coding,1,0,0
ENSG00000171408.13,ENSG00000171408,PDE7B,chr6,protein_coding,1,0,0
ENSG00000260418.1,ENSG00000260418,RP3-406A7.7,chr6,lincRNA,1,0,0
ENSG00000135525.18,ENSG00000135525,MAP7,chr6,protein_coding,1,0,0
ENSG00000112378.11,ENSG00000112378,PERP,chr6,protein_coding,1,0,0
ENSG00000164442.9,ENSG00000164442,CITED2,chr6,protein_coding,1,0,0
ENSG00000229017.6,ENSG00000229017,LINC01277,chr6,lincRNA,1,0,0
ENSG00000217648.1,ENSG00000217648,RP1-95L4.4,chr6,processed_pseudogene,1,0,0
ENSG00000152818.18,ENSG00000152818,UTRN,chr6,protein_coding,1,0,0
ENSG00000112425.13,ENSG00000112425,EPM2A,chr6,protein_coding,0,1,0
ENSG00000164506.14,ENSG00000164506,STXBP5,chr6,protein_coding,1,0,0
ENSG00000203727.3,ENSG00000203727,SAMD5,chr6,protein_coding,1,0,0
ENSG00000227681.5,ENSG00000227681,RP11-307P5.1,chr6,lincRNA,1,0,0
ENSG00000055208.18,ENSG00000055208,TAB2,chr6,protein_coding,1,0,0
ENSG00000146476.10,ENSG00000146476,ARMT1,chr6,protein_coding,1,0,0
ENSG00000131018.22,ENSG00000131018,SYNE1,chr6,protein_coding,1,0,0
ENSG00000091844.7,ENSG00000091844,RGS17,chr6,protein_coding,1,0,0
ENSG00000153721.18,ENSG00000153721,CNKSR3,chr6,protein_coding,1,1,0
ENSG00000213079.9,ENSG00000213079,SCAF8,chr6,protein_coding,1,0,0
ENSG00000130340.15,ENSG00000130340,SNX9,chr6,protein_coding,1,0,0
ENSG00000078269.13,ENSG00000078269,SYNJ2,chr6,protein_coding,1,0,0
ENSG00000130363.11,ENSG00000130363,RSPH3,chr6,protein_coding,1,0,0
ENSG00000164691.16,ENSG00000164691,TAGAP,chr6,protein_coding,0,1,0
ENSG00000120437.8,ENSG00000120437,ACAT2,chr6,protein_coding,1,0,0
ENSG00000146477.5,ENSG00000146477,SLC22A3,chr6,protein_coding,1,0,0
ENSG00000185345.18,ENSG00000185345,PARK2,chr6,protein_coding,1,0,0
ENSG00000112531.16,ENSG00000112531,QKI,chr6,protein_coding,1,0,0
ENSG00000223414.2,ENSG00000223414,LINC00473,chr6,lincRNA,0,1,0
ENSG00000198818.9,ENSG00000198818,SFT2D1,chr6,protein_coding,1,0,0
ENSG00000060762.18,ENSG00000060762,MPC1,chr6,protein_coding,1,1,0
ENSG00000125337.16,ENSG00000125337,KIF25,chr6,protein_coding,1,0,0
ENSG00000223485.2,ENSG00000223485,LINC01615,chr6,lincRNA,1,0,0
ENSG00000186340.14,ENSG00000186340,THBS2,chr6,protein_coding,1,0,0
ENSG00000198719.8,ENSG00000198719,DLL1,chr6,protein_coding,1,0,0
ENSG00000240230.5,ENSG00000240230,COX19,chr7,protein_coding,1,0,0
ENSG00000198517.9,ENSG00000198517,MAFK,chr7,protein_coding,1,0,0
